Name,Inspection Date,Description,Address,City,Zip Code,Phone,Business_ID,Inspection_Serial_Num,Violation_Record_ID
757 MINI MART,06/02/2010,Grocery Store-no seating - Risk Category I,14257 DES MOINES MEMORIAL DR S ,Seattle,98168,(206) 242-9431,PR0005059,DA2113294,IV2029169
757 MINI MART,06/05/2009,Grocery Store-no seating - Risk Category I,14257 DES MOINES MEMORIAL DR S ,Seattle,98168,(206) 242-9431,PR0005059,DA1992404,
757 MINI MART,01/29/2008,Grocery Store-no seating - Risk Category I,14257 DES MOINES MEMORIAL DR S ,Seattle,98168,(206) 242-9431,PR0005059,DA1797975,
757 MINI MART,03/01/2007,Grocery Store-no seating - Risk Category I,14257 DES MOINES MEMORIAL DR S ,Seattle,98168,(206) 242-9431,PR0005059,DA1654834,
757 MINI MART,05/12/2006,Grocery Store-no seating - Risk Category I,14257 DES MOINES MEMORIAL DR S ,Seattle,98168,(206) 242-9431,PR0005059,DA1529907,
76 FOOD MART,01/04/2024,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DA11HGGSF,
76 FOOD MART,01/24/2023,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAKG4SOKT,
76 FOOD MART,02/11/2022,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DABF9D0Y2,
76 FOOD MART,09/15/2021,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAERM752H,IVSMSVTAN
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IV3SH7KD4
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IVGSUMY2M
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IV9BHZNBN
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IVGECNSCR
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IVO08CDM4
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IVDAIZQ5Y
76 FOOD MART,11/23/2020,Grocery Store-no seating - Risk Category I,1111 17TH ST SE ,AUBURN,98002,(253) 939-2223,PR0020569,DAIFE2BRK,IVRJ8ITLV
8TH MARKET GAS,,Grocery Store-no seating - Risk Category I,719 NW MARKET ST,Seattle,98107,(206) 910-4120,PR0012712,,
99 RANCH MARKET,02/13/2024,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQONOCF0,IVL1NVFSF
99 RANCH MARKET,05/16/2023,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQET4KXP,IVXXTYCMN
99 RANCH MARKET,08/01/2022,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAPURN8Z0,
99 RANCH MARKET,06/01/2021,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAFJBVDCB,
99 RANCH MARKET,10/09/2019,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DABCEQSVK,
99 RANCH MARKET,12/17/2018,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DANYRTCSQ,
99 RANCH MARKET,03/20/2017,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DARCZWX8N,
99 RANCH MARKET,04/27/2016,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQ0FWPMY,IV8SFR0OS
99 RANCH MARKET,04/27/2016,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQ0FWPMY,IV360JHAT
99 RANCH MARKET,04/27/2016,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQ0FWPMY,IVUXUKQG0
99 RANCH MARKET,04/27/2016,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAQ0FWPMY,IVWRYYMXD
99 RANCH MARKET,05/11/2015,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DALPI7U6D,
99 RANCH MARKET,08/06/2014,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAZXCXUWB,
99 RANCH MARKET,11/13/2013,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAGMARFKR,
99 RANCH MARKET,03/14/2013,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DAYG6PACI,
99 RANCH MARKET,05/16/2012,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA2334698,IV5347241
99 RANCH MARKET,04/11/2011,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA2210215,IV3355909
99 RANCH MARKET,04/11/2011,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA2210215,IV3355925
99 RANCH MARKET,03/18/2010,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA2088403,IV1759883
99 RANCH MARKET,10/07/2009,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA2038344,IV1258771
99 RANCH MARKET,06/11/2008,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1853331,IV0626556
99 RANCH MARKET,06/11/2008,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1853331,IV0626555
99 RANCH MARKET,06/11/2008,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1853331,IV0626554
99 RANCH MARKET,06/13/2007,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1698984,IV0585286
99 RANCH MARKET,12/05/2006,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1620188,IV0569652
99 RANCH MARKET,12/05/2006,Grocery Store-no seating - Risk Category I,18230 E VALLEY HWY ,KENT,98032,(425) 251-9099,PR0052116,DA1620188,IV0569651
A STREET ARCO,01/12/2023,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAPOPU39N,
A STREET ARCO,02/28/2022,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DASCZJDJT,
A STREET ARCO,07/22/2021,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DASJBDUWJ,
A STREET ARCO,11/23/2020,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA8ZNM3SL,IV044Y2SZ
A STREET ARCO,11/23/2020,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA8ZNM3SL,IV8O5Q0B3
A STREET ARCO,10/08/2019,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAKY0EAOA,
A STREET ARCO,10/31/2017,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DADI7U5TY,
A STREET ARCO,05/16/2017,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAY5OPY36,
A STREET ARCO,01/21/2016,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DANLJYTZL,IVHGTLHZK
A STREET ARCO,01/20/2015,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAX8AGMWQ,
A STREET ARCO,03/07/2014,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAPA7GTFI,
A STREET ARCO,08/01/2013,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DAXCUUYQ0,
A STREET ARCO,03/11/2013,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DATJPFUO1,
A STREET ARCO,04/11/2012,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2323373,
A STREET ARCO,04/05/2012,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2321854,
A STREET ARCO,01/26/2012,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2300208,IV4665979
A STREET ARCO,01/26/2012,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2300208,IV4666021
A STREET ARCO,04/19/2011,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2214778,
A STREET ARCO,01/24/2011,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2187309,
A STREET ARCO,06/23/2010,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2119393,
A STREET ARCO,04/13/2010,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2095654,
A STREET ARCO,11/19/2009,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA2052717,
A STREET ARCO,05/19/2009,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA1986992,
A STREET ARCO,02/05/2008,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA1801428,
A STREET ARCO,01/26/2007,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA1640931,IV0573865
A STREET ARCO,01/26/2007,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA1640931,IV0573867
A STREET ARCO,01/26/2007,Grocery Store-no seating - Risk Category I,305 'A' ST SE ,AUBURN,98002,(253) 833-7160,PR0012019,DA1640931,IV0573866
ABARROTES EL BORREGO,,Grocery Store-no seating - Risk Category I,2402 A ST SE,Auburn,98002,(253) 431-5707,PR0091453,,
ABARROTES EL OAXAQUENO,04/04/2023,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAGBG45IA,IVPRLEFFE
ABARROTES EL OAXAQUENO,02/11/2022,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DALDG4WR9,
ABARROTES EL OAXAQUENO,11/30/2021,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAGUFTM0T,
ABARROTES EL OAXAQUENO,03/03/2020,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DACBBKHDC,
ABARROTES EL OAXAQUENO,01/22/2019,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAW9UXRCU,
ABARROTES EL OAXAQUENO,04/17/2018,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DA5XPYIXM,
ABARROTES EL OAXAQUENO,08/23/2017,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAXGZJL90,
ABARROTES EL OAXAQUENO,03/21/2016,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAZ7ALXB6,
ABARROTES EL OAXAQUENO,05/11/2015,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAA0BNEV1,
ABARROTES EL OAXAQUENO,03/06/2014,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DAYBAWQUE,
ABARROTES EL OAXAQUENO,04/23/2013,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DACRCURGS,
ABARROTES EL OAXAQUENO,05/22/2012,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DA2336312,IV5366579
ABARROTES EL OAXAQUENO,05/22/2012,Grocery Store-no seating - Risk Category I,4515 15TH AVE S,SEATTLE,98108,(206) 954-2229,PR0082013,DA2336312,IV5366546
ABARROTES RAMIREZ,01/18/2024,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DA0ECDZPW,
ABARROTES RAMIREZ,06/30/2023,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DAE6FWMMK,IVMJNMLRK
ABARROTES RAMIREZ,06/30/2023,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DAE6FWMMK,IV9JIOAKJ
ABARROTES RAMIREZ,08/11/2022,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DATEJFJGU,
ABARROTES RAMIREZ,12/10/2021,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DANNJLSUU,
ABARROTES RAMIREZ,03/06/2020,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DAVQTNS4M,IVXF6EQZV
ABARROTES RAMIREZ,02/22/2019,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DAPMPEDXF,
ABARROTES RAMIREZ,03/19/2018,Grocery Store-no seating - Risk Category I,3218 RAINIER AVE S ,SEATTLE,98144,(206) 683-1013,PR0069921,DA0BN63MF,
ABARROTES Y ENVIOS MORELOS,03/03/2023,Grocery Store-no seating - Risk Category I,17730 AMBAUM BL S ,BURIEN,98148,(206) 696-8726,PR0069301,DAAX5ANM3,IVZ6DZUXS
ABARROTES Y ENVIOS MORELOS,03/03/2023,Grocery Store-no seating - Risk Category I,17730 AMBAUM BL S ,BURIEN,98148,(206) 696-8726,PR0069301,DAAX5ANM3,IVJPBXLDX
ABARROTES Y ENVIOS MORELOS,04/06/2022,Grocery Store-no seating - Risk Category I,17730 AMBAUM BL S ,BURIEN,98148,(206) 696-8726,PR0069301,DAKF0YZO7,
ABARROTES Y ENVIOS MORELOS,10/05/2021,Grocery Store-no seating - Risk Category I,17730 AMBAUM BL S ,BURIEN,98148,(206) 696-8726,PR0069301,DAQLBRVZS,IVS60YIHU
ABC BOOK STORE,08/17/2023,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DATXHA03O,IVOVY0BJ6
ABC BOOK STORE,06/22/2022,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DATPMHAX8,
ABC BOOK STORE,10/15/2021,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DAU9J9TGG,
ABC BOOK STORE,02/07/2020,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DAOJIOLNQ,
ABC BOOK STORE,05/08/2019,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DAZ1IBYBN,
ABC BOOK STORE,05/21/2018,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DA22D0WGB,
ABC BOOK STORE,01/31/2017,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DAMB0BMJN,
ABC BOOK STORE,03/28/2016,Grocery Store-no seating - Risk Category I,5120 32ND ST SE ,AUBURN,98092,,PR0076686,DA0LBWXYD,
ABC GROCERY,02/13/2023,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DADKGRYXX,
ABC GROCERY,02/18/2022,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DAAPRUYPC,
ABC GROCERY,08/23/2021,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DAIT6FKF8,
ABC GROCERY,04/16/2019,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DAGMBMG9J,
ABC GROCERY,02/09/2018,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DANVTKJ7F,
ABC GROCERY,01/17/2017,Grocery Store-no seating - Risk Category I,22309 7TH AVE S ,DES MOINES,98198,(206) 878-4144,PR0008501,DADZSE22U,
